Hiker1,Hiker2,Interaction_Count
Halo,Lunch,22
Halo,Bu,98
Halo,Bama,9
Halo,HiC,35
Halo,Achin,8
Halo,Rad,2
Halo,BULL,8
Halo,WILDCAT,7
Halo,Woody,6
Halo,Quick,14
Halo,Camel,7
Halo,Wonder,1
Halo,IPA,1
Halo,Foggy,7
Halo,y not,8
Halo,Stair Master,8
Perdido,Bu,11
Perdido,Quick,1
Perdido,Wonder,3
Silver Streak ,Spider Web,30
Silver Streak ,Indy,16
Silver Streak ,Ace,87
Silver Streak ,Lean,21
Silver Streak ,Bu,216
Silver Streak ,INDY,16
Silver Streak ,HiC,68
Silver Streak ,Achin,10
Silver Streak ,Rad,11
Silver Streak ,Plank,11
Silver Streak ,Last Minute,10
Silver Streak ,Toes,8
Silver Streak ,Zipper,35
Silver Streak ,Bigfoot,11
Silver Streak ,Quick,53
Silver Streak ,elle,20
Silver Streak ,Food Bag,16
Silver Streak ,Camel,10
Silver Streak ,Grizz,8
Silver Streak ,Shrub,10
Silver Streak ,Puddles,32
Silver Streak ,Pockets,16
Silver Streak ,Silver Streak,35
Luke,Indy,6
Luke,Dragon,1
Luke,Willow,4
Luke,Ace,15
Luke,Shepherd,2
Luke,Tally,2
Luke,Lunch,13
Luke,Bu,90
Luke,INDY,6
Luke,HiC,11
Luke,Gandalf,2
Luke,Bubba,1
Luke,Iris,1
Luke,Rad,7
Luke,Red Robin,1
Luke,Iso,7
Luke,Hooti,1
Luke,Angel,4
Luke,Quick,7
Luke,elle,4
Luke,IPA,4
Luke,Foggy,2
Luke,Okie,3
Luke,German Shepherd,2
Luke,Hard Knocks,2
Luke,Mark,1
Luke,Levi,4
Luke,Luke,2
Yardsale,Ace,6
Yardsale,Lean,1
Yardsale,OAK ,3
Yardsale,Lunch,4
Yardsale,Bu,34
Yardsale,HiC,10
Yardsale,Iso,2
Yardsale,Turk,1
Yardsale,Quick,2
Yardsale,elle,2
Yardsale,Food Bag,1
Yardsale,Sidewinder,12
Yardsale,Clank,1
Pilot,Indy,14
Pilot,Ace,156
Pilot,Lean,68
Pilot,Lunch,50
Pilot,Bu,278
Pilot,INDY,14
Pilot,HiC,147
Pilot,Achin,14
Pilot,Rad,38
Pilot,elle,12
Pilot,Wonder,52
Pilot,Lake,12
Tracy,Indy,7
Tracy,Pathfinder,8
Tracy,Rooster,9
Tracy,Dragon,12
Tracy,Ace,83
Tracy,Lean,36
Tracy,OAK ,20
Tracy,Slim,12
Tracy,Tally,6
Tracy,Lunch,68
Tracy,Bu,445
Tracy,INDY,7
Tracy,HiC,29
Tracy,Lightning,25
Tracy,Rad,26
Tracy,Cadi,5
Tracy,Toes,5
Tracy,Angel,23
Tracy,Quick,23
Tracy,elle,4
Tracy,Food Bag,54
Tracy,Wonder,22
Tracy,Okie,12
Tracy,Puddles,9
Tracy,Mark,4
Tracy,Levi,30
Tracy,Long drive ,4
Tracy,Luke,4
Tracy,Finder,8
